year,month,day,flow_cfs,Source
2016,10,13,65.800,observed_flow_12sites_cfs.csv
2016,10,14,63.700,observed_flow_12sites_cfs.csv
2016,10,15,70.300,observed_flow_12sites_cfs.csv
2016,10,16,68.000,observed_flow_12sites_cfs.csv
2016,10,17,61.600,observed_flow_12sites_cfs.csv
2016,10,18,59.600,observed_flow_12sites_cfs.csv
2016,10,19,55.700,observed_flow_12sites_cfs.csv
2016,10,20,54.700,observed_flow_12sites_cfs.csv
2016,10,21,53.700,observed_flow_12sites_cfs.csv
2016,10,22,52.800,observed_flow_12sites_cfs.csv
2016,10,23,51.900,observed_flow_12sites_cfs.csv
2016,10,24,51.900,observed_flow_12sites_cfs.csv
2016,10,25,52.800,observed_flow_12sites_cfs.csv
2016,10,26,52.800,observed_flow_12sites_cfs.csv
2016,10,27,51.900,observed_flow_12sites_cfs.csv
2016,10,28,51.900,observed_flow_12sites_cfs.csv
2016,10,29,50.900,observed_flow_12sites_cfs.csv
2016,10,30,50.900,observed_flow_12sites_cfs.csv
2016,10,31,50.900,observed_flow_12sites_cfs.csv
2016,11,1,49.100,observed_flow_12sites_cfs.csv
2016,11,2,48.200,observed_flow_12sites_cfs.csv
2016,11,3,48.200,observed_flow_12sites_cfs.csv
2016,11,4,55.700,observed_flow_12sites_cfs.csv
2016,11,5,83.200,observed_flow_12sites_cfs.csv
2016,11,6,80.400,observed_flow_12sites_cfs.csv
2016,11,7,121.000,observed_flow_12sites_cfs.csv
2016,11,8,193.000,observed_flow_12sites_cfs.csv
2016,11,9,223.000,observed_flow_12sites_cfs.csv
2016,11,10,179.000,observed_flow_12sites_cfs.csv
2016,11,11,145.000,observed_flow_12sites_cfs.csv
2016,11,12,127.000,observed_flow_12sites_cfs.csv
2016,11,13,112.000,observed_flow_12sites_cfs.csv
2016,11,14,104.000,observed_flow_12sites_cfs.csv
2016,11,15,100.000,observed_flow_12sites_cfs.csv
2016,11,16,95.700,observed_flow_12sites_cfs.csv
2016,11,17,89.900,observed_flow_12sites_cfs.csv
2016,11,18,86.100,observed_flow_12sites_cfs.csv
